Ensemble,aq_sp_yield_min,fff,hksat_sf,liq_canopy_storage_scalar,sucsat_sf,watsat_sf,zbedrock_sf,wc2wjb0,jmaxb0,cv,d_max,frac_sat_soil_dsl_init,act25,n_baseflow,nstem,leafcn,stem_leaf,froot_leaf,FUN_fracfixers,slatop,krmax,dleaf,medlynintercept,medlynslope,kmax,psi50,rootprof_beta,baseflow_scalar,maximum_leaf_wetted_fraction,jmaxb1
LHC0011,0.013958887,1.000591249,6.786062803,1.800564603,9.275032285,0.98099699,0.926711856,1.297935537,0.013124318,0.012410501,33.39449374,0.905174076,108.552992,1.801616331,0.112802243,28.33740226,2.583634804,1.695735143,0.840072578,0.139739443,7.94E-11,0.206003766,12409.13649,5.31653487,7.07E-08,-261452.1158,0.971643218,0.013471544,0.216303454,0.142630587
LHC0012,0.019651483,4.059716494,9.870789013,1.995952847,0.477980491,0.826692422,0.911588353,1.357965085,0.016432365,0.006426188,33.31161455,0.827215805,71.03703117,1.693922349,0.160356774,24.13226082,2.360880074,1.673459802,0.894579267,0.032737879,1.55E-10,0.048762421,30210.75816,2.486929728,1.77E-07,-310052.8122,0.957711371,0.071086615,0.320134966,0.207859117
LHC0013,0.016818791,2.531675136,7.624847765,1.483718961,2.653346206,0.906130994,0.998594071,0.629361871,0.015354604,0.010958425,53.75983486,0.561103122,87.06195491,1.238577866,0.421140148,17.93847232,2.065866809,1.399449222,0.680486584,0.041706211,1.11E-10,0.041656132,32740.97911,3.634024728,2.10E-07,-321925.4899,0.965178629,0.033682348,0.252504752,0.155473685
LHC0014,0.017563687,3.8359929,0.877199772,0.797546292,0.626294034,1.044478632,0.872876261,1.310210504,0.016619091,0.009247877,31.20920799,0.593375872,92.0264229,1.746718764,0.066775361,29.20059478,2.200098547,1.7722368,0.875982472,0.145937304,1.01E-10,0.080315095,4007.035545,5.207266702,1.95E-07,-321045.5088,0.856757289,0.051109772,0.240121703,0.112898687
LHC0015,0.017511832,1.058508188,3.822804282,1.405187829,6.891943159,0.984940847,0.886618225,0.98465907,0.013971901,0.010149686,58.27342043,0.949836529,55.51800155,1.149103555,0.148749626,18.26824216,2.127832344,1.669008971,0.748360491,0.074584961,9.83E-11,0.173527609,2206.967716,6.82529503,2.38E-08,-336315.8556,0.947698265,0.017569437,0.095652594,0.235382724
LHC0016,0.013112066,1.935759517,7.196120045,0.642956857,0.693340486,0.949960899,1.124333183,1.386689411,0.016561746,0.017209011,25.39260929,0.852501167,90.51435921,1.850053093,0.484964979,27.95233407,1.873008049,1.233730508,0.883328495,0.117971318,1.17E-10,0.179822173,36291.73986,6.341659356,9.46E-08,-299797.418,0.872702915,0.097447982,0.36690606,0.10967674
LHC0017,0.018064776,4.084051156,7.512792104,0.877788953,8.133340858,0.915559407,0.819939264,0.767053913,0.012196182,0.007221481,49.18679201,0.574025248,119.8177447,1.984482896,0.334064434,24.92395339,2.093609003,1.48983544,0.588376063,0.018847077,8.79E-11,0.11452643,27684.00236,5.706039237,1.02E-07,-286293.4389,0.845607295,0.018410848,0.446662283,0.137027662
LHC0018,0.010725526,3.03843596,4.821782891,0.286255729,1.366424941,1.010736092,0.917721307,0.594650319,0.012078849,0.006615152,45.09640406,0.945884501,57.56767042,1.566592276,0.388386636,29.01471062,2.215994252,1.666473651,0.362204506,0.145209291,1.56E-10,0.103803364,38250.11257,2.774107745,7.87E-08,-403435.6582,0.890627582,0.020196965,0.355220015,0.076835291
LHC0019,0.013174373,3.504229292,7.124452968,0.145797826,7.255261607,0.879275011,1.081763135,1.433019384,0.017089162,0.017085263,16.65564198,0.579893763,83.68026271,1.065840697,0.059987794,27.80908485,2.410177688,1.705750717,0.747977819,0.132656806,9.54E-11,0.202601724,46919.17844,6.809769598,9.01E-08,-358795.7631,0.857331295,0.082008988,0.107230809,0.128871119
LHC0020,0.015613903,4.944924932,0.786496943,0.533173955,6.386554454,1.172846446,0.952472169,0.526548779,0.012612358,0.017461474,21.74361538,0.719448873,74.36771437,1.503689286,0.429752257,21.82322481,2.107937748,1.563277329,0.240450269,0.145776754,1.28E-10,0.070957292,38456.92796,6.850741658,3.12E-08,-382142.4662,0.904981611,0.011347324,0.253133592,0.242152758
LHC0021,0.017794201,0.343716105,8.901996804,0.317934565,3.209522142,1.164879301,1.129282904,1.306749839,0.018839304,0.009496988,14.09055152,0.621902487,60.94329019,1.134967828,0.268583566,17.52429733,2.22450898,1.68396492,0.968262561,0.093535001,1.02E-10,0.169826231,45411.09443,5.823662825,4.08E-08,-289525.967,0.89136652,0.09984391,0.016720807,0.079784514
LHC0022,0.011357496,0.633935715,2.015357394,1.884362065,8.535819935,0.833010602,1.036776811,0.508379614,0.013516621,0.007341034,30.79265375,0.543749303,42.85441496,1.489322818,0.199777845,25.55618643,2.390982076,1.291156729,0.782860835,0.14834152,1.21E-10,0.083471211,29547.02824,3.253613072,2.03E-07,-350208.3709,0.889979736,0.063862408,0.387145487,0.228151773
LHC0023,0.013810187,2.184678218,6.989521569,1.131630197,0.246350608,1.129846081,0.973904303,1.371916131,0.015330565,0.010374513,16.19796563,0.930254573,79.83998901,1.476184426,0.098479102,27.85556999,2.044654155,1.704463801,0.611900125,0.053365226,1.32E-10,0.063522269,27412.02498,5.931796974,1.99E-07,-200401.4408,0.84232929,0.067268015,0.341309378,0.247868804
LHC0024,0.016867612,4.507295054,4.834844583,0.901307012,1.228906724,0.844396326,1.06622206,1.033886135,0.018997444,0.016798664,38.06136076,0.891640429,70.26253634,1.769310255,0.08607073,21.56077178,2.640720276,1.302296959,0.323544818,0.099438046,1.37E-10,0.193132654,6889.097708,4.804338048,1.60E-07,-288170.5184,0.942251166,0.072948805,0.40944452,0.243084291
LHC0025,0.017429183,1.850173257,1.674812485,1.489346865,2.388935727,1.193326053,0.906361393,0.631578245,0.020091785,0.006671393,29.2262918,0.95627548,51.93256341,1.090296109,0.278535626,25.46231512,2.625868629,1.48581894,0.595927963,0.112313807,7.67E-11,0.080977157,31153.58112,3.623981513,1.70E-07,-324837.7051,0.940592581,0.041171767,0.108588778,0.223713056
LHC0026,0.011633227,1.21959834,4.99531751,0.133372968,1.397658801,0.804080349,1.157279237,1.31415289,0.017411038,0.010716875,22.89892036,0.95239979,87.53091311,1.502147329,0.032022343,21.66747823,1.876111492,1.351882827,0.822535363,0.027123221,1.54E-10,0.191137287,22450.72125,6.470677605,1.61E-07,-284764.4804,0.870829129,0.067058998,0.207872335,0.202133463
LHC0027,0.014939737,0.793610047,4.179155047,1.624920744,9.669468283,1.190434323,1.062205999,1.021611574,0.019222616,0.008721345,53.26030456,0.765960162,106.1071085,1.991811656,0.181832163,25.43314008,1.982538641,1.367928949,0.971252118,0.062782244,7.99E-11,0.061446218,29074.75898,2.050815408,1.04E-07,-289736.9667,0.906502382,0.043751663,0.091940567,0.217708896
LHC0028,0.011015426,1.653379996,5.84169278,0.993573366,3.847673946,1.16781614,1.098580034,0.771766852,0.01935249,0.012667405,15.01041107,0.93921418,79.76883181,1.667019546,0.4658376,21.25356042,2.476762756,1.604192775,0.318025145,0.042774868,1.53E-10,0.151871398,41137.8315,4.68494361,1.80E-07,-266202.9781,0.967558197,0.093421213,0.159309452,0.170264709
LHC0029,0.011871435,4.801586206,8.315525147,0.596106528,2.16145806,1.091024491,0.924218989,1.086532792,0.014653744,0.017528497,27.96609781,0.840400784,61.57987176,1.974232731,0.23862631,23.96094063,1.907250049,1.624452079,0.207737502,0.12757089,7.81E-11,0.209654495,11220.46056,4.102180286,8.96E-08,-262865.0611,0.863072415,0.079950577,0.056944834,0.19730854
LHC0030,0.016412267,3.180685513,4.09564278,0.26322471,2.918160674,1.068177367,0.850691574,1.473277049,0.013462724,0.014777432,25.63180879,0.705033805,69.0607469,1.982472469,0.061361556,19.29075236,2.181689916,1.279185246,0.211012106,0.034166992,1.07E-10,0.054355816,22869.20701,3.961067535,3.67E-08,-145102.5938,0.951910944,0.016826518,0.416229696,0.184003597
LHC0031,0.017855736,0.058028833,0.505243255,1.50240164,0.772263584,0.839410121,0.959676557,0.613076932,0.012347926,0.012177471,40.3352831,0.500455478,72.12642531,1.202779408,0.420092881,24.17207153,2.008653687,1.357698116,0.233309208,0.128954344,1.07E-10,0.242447388,37436.0194,3.727169128,2.02E-07,-233639.392,0.947071053,0.020528685,0.459449378,0.189666203
LHC0032,0.010885472,4.865488061,2.127165836,0.987581758,5.078392542,0.907542747,0.94642496,1.194999796,0.017550746,0.005571336,28.96783472,0.822402965,66.99122681,1.729897273,0.06263875,25.1354305,2.112257716,1.5690248,0.947599998,0.116977271,1.28E-10,0.092410625,26883.89826,4.221307213,4.28E-08,-245332.5794,0.912900058,0.091219761,0.274228907,0.137863141
LHC0033,0.016590977,2.347714853,4.124656469,1.987519485,9.603641527,1.140366709,1.172122429,1.4297403,0.016578698,0.00971957,21.23079906,0.584165674,68.1449123,1.179286281,0.078255472,22.80510691,2.020404511,1.215812114,0.668374302,0.012032998,8.85E-11,0.108795789,34329.90077,6.725280997,6.04E-08,-374428.4445,0.858948837,0.031353357,0.078262753,0.14222545
LHC0034,0.011308143,3.509809345,7.169536086,0.649298919,3.872426635,1.171555722,0.969439372,1.276131304,0.013552376,0.016114487,25.29330381,0.761537283,70.79570319,1.77879206,0.359789138,20.42447306,2.627190076,1.354685476,0.361817066,0.010284681,1.19E-10,0.164286917,27145.8611,6.097226623,1.70E-07,-210679.9474,0.903340457,0.084481772,0.038190063,0.216596768
LHC0035,0.013691673,3.93357421,1.872498883,0.412308887,5.150909018,1.061456048,0.900980414,1.348877861,0.019655244,0.008924633,50.98882277,0.698530119,103.8272134,1.714518796,0.363208607,26.07469436,2.510248896,1.78454037,0.936386671,0.119555591,1.56E-10,0.022537027,31912.702,5.740336998,5.41E-08,-274789.0068,0.921922918,0.089488304,0.432317049,0.167951159
LHC0036,0.012267375,0.611570412,2.047009732,0.910382574,2.107767676,0.909661197,1.033928913,0.790834976,0.012651143,0.00847526,54.86499571,0.71474297,99.30166213,1.064903281,0.340018216,21.48737768,2.695048927,1.577429732,0.998581047,0.065622075,1.43E-10,0.046265274,1763.714063,5.994598435,4.15E-08,-217887.88,0.959886883,0.083643815,0.442194744,0.091736399
LHC0037,0.016461909,1.142858629,4.479835317,1.051323166,0.640259242,1.197644481,0.86869656,1.23863584,0.01530045,0.007898344,43.94127063,0.614196721,94.03644608,1.839652022,0.298470015,20.63404782,2.460690037,1.741024771,0.935018006,0.129543456,7.45E-11,0.199790974,8335.487677,2.58052965,1.66E-07,-364179.372,0.967397107,0.069883466,0.378619652,0.151169176
LHC0038,0.013495957,4.608424615,4.370252242,1.115667978,4.33199479,1.105391116,1.016189947,0.951223418,0.018017139,0.017308853,27.49921852,0.926675975,62.18067962,1.020414711,0.11342877,29.1257594,2.303538267,1.645554919,0.432348154,0.107932313,1.56E-10,0.075059145,4537.483024,5.489214961,6.48E-08,-232590.1977,0.970004142,0.061694827,0.103950516,0.116808688
LHC0039,0.011945493,3.426501482,6.952964675,1.018049379,8.86163949,0.972078217,1.101101021,1.344142326,0.017157053,0.005050373,15.87481953,0.507127651,95.35981012,1.568958207,0.137514136,21.9122914,2.293906724,1.273368407,0.261938726,0.06385637,8.25E-11,0.070799692,845.1831737,2.976825614,9.06E-08,-379431.9556,0.900375912,0.075826305,0.372675244,0.080146287
LHC0040,0.018257484,2.168432696,5.863371337,1.549812081,9.283622879,0.957563978,0.873160433,0.796215769,0.014215658,0.011717964,46.70619206,0.768324869,60.31663052,1.223521538,0.457896651,24.03569189,2.753471639,1.238873041,0.327573435,0.107304648,1.14E-10,0.230014131,40774.50606,6.793462182,1.75E-07,-191702.2778,0.856132189,0.071207481,0.076842169,0.128261669
LHC0041,0.01338944,4.57438801,6.479416369,0.062930559,8.387752818,0.902346028,1.006801348,0.864816871,0.016504358,0.015037142,48.06958023,0.834294437,102.7765392,1.933808611,0.387956483,18.83777877,2.734303618,1.627857917,0.64982665,0.076389596,7.24E-11,0.176074237,45695.67295,4.396965029,1.73E-08,-163511.388,0.970704912,0.039012721,0.263687392,0.117028088
LHC0042,0.01210103,4.314251769,3.755813377,1.793030082,1.088203526,0.814692972,1.167329332,0.697564395,0.015609326,0.017685948,28.80912612,0.988177254,95.78017264,1.528167217,0.461599053,26.09866997,2.301477655,1.418987079,0.842374323,0.075529616,1.41E-10,0.156377733,29000.20361,4.262593539,7.54E-08,-331315.3843,0.893885767,0.068567784,0.318677009,0.147100598
LHC0043,0.013701457,0.414327352,6.747459619,0.458365665,0.758283162,0.847813553,1.093737041,1.050137754,0.017029639,0.005318457,37.76578007,0.771453145,87.89535329,1.182011035,0.404097787,22.63703983,2.618938116,1.538994963,0.430056256,0.052748698,1.09E-10,0.037050901,33666.00147,6.327766721,8.78E-08,-384174.9585,0.954899194,0.014623011,0.258724851,0.101188134
LHC0044,0.013284964,1.762322286,5.718604467,1.816610923,4.651321101,1.020585152,0.804821822,1.072683291,0.011889767,0.009356724,12.25998293,0.721648715,92.94244987,1.418385586,0.286094582,21.86679628,2.284992944,1.32569278,0.961766197,0.013081478,8.33E-11,0.038626455,44657.10988,5.21875899,1.55E-07,-273933.6395,0.971773698,0.00924299,0.139091872,0.140354821
LHC0045,0.012692594,1.713842597,3.070980401,0.530575541,8.279747044,0.903530527,1.03482616,1.10808404,0.015425434,0.017959203,24.08265371,0.837972457,59.85018344,1.480109819,0.312690173,26.90661135,2.703815436,1.777313529,0.297755021,0.091173502,7.88E-11,0.035236711,34722.27251,6.385022236,1.78E-07,-378832.5314,0.940391881,0.091776765,0.187449638,0.208822323
LHC0046,0.018453,1.112818219,5.931081736,1.915260828,7.937113753,1.015811064,0.849072282,0.886979556,0.019730071,0.005825883,12.17486502,0.53314817,55.7378043,1.965388452,0.481056008,17.83620665,1.862078761,1.791949303,0.269270224,0.006713473,1.08E-10,0.0468906,41119.21374,2.31592083,1.06E-07,-360442.1485,0.867285203,0.004231821,0.366123549,0.154111427
LHC0047,0.014573766,0.496036302,0.650584964,0.184791164,2.219721179,1.057921521,0.957977604,0.537808676,0.010476963,0.013189508,16.80297663,0.655600257,57.14333466,1.041997221,0.132778171,20.97889265,2.288576774,1.457766192,0.252789739,0.042106336,9.25E-11,0.01606448,42287.20052,5.677488151,1.08E-07,-194997.3648,0.905435598,0.072737009,0.316256401,0.243646103
LHC0048,0.019898174,3.964989821,8.959729422,0.31905008,4.588300926,0.896237122,1.162560772,0.552250282,0.010863299,0.008091556,14.95168863,0.522635894,111.666211,1.167388532,0.208314711,23.31972415,2.396787298,1.728896503,0.344951027,0.089706052,8.91E-11,0.150900922,30596.79898,2.396367913,3.37E-08,-178958.2251,0.943601531,0.022168682,0.191743639,0.238188718
LHC0049,0.014905756,0.248672818,9.453437831,1.744828289,6.541835242,1.11705662,0.88532145,1.141849108,0.018100435,0.018647197,14.27229058,0.668958206,81.45840138,1.460302099,0.385812207,24.86562824,1.974060669,1.65038804,0.474078194,0.128478017,9.96E-11,0.195778309,39384.08173,4.151246445,5.92E-08,-403997.3595,0.934728828,0.042271193,0.084801948,0.105222872
LHC0050,0.016326194,3.214423344,5.546559437,0.251902518,0.92974792,1.195828877,1.181264364,0.504805721,0.018588706,0.01530484,12.8757503,0.514153045,61.10664926,1.398816345,0.083752707,20.46413769,2.72694836,1.476809493,0.371486552,0.062622399,1.49E-10,0.233486597,22620.34575,2.962494165,1.39E-07,-279381.9227,0.940207946,0.017082447,0.258234754,0.11528193
LHC0051,0.015259706,4.400223564,9.990889421,0.703808833,0.905389822,1.070049003,0.874103445,0.999510173,0.017371016,0.013773672,54.27463156,0.782357875,81.76140003,1.669724006,0.353199712,18.9952298,2.552413185,1.57593026,0.730635681,0.0772136,8.74E-11,0.162207817,40068.31086,3.609466013,2.06E-07,-388124.0211,0.862727268,0.043792808,0.150800026,0.070909943
LHC0052,0.016569512,2.959852811,0.361067345,1.313375359,1.617301202,0.933824906,0.904262568,0.912518401,0.015649488,0.00549732,23.29845817,0.619170087,76.75052859,1.005528231,0.053319077,27.54219205,2.714111067,1.762642391,0.701006781,0.131948153,1.05E-10,0.071548848,19566.78319,3.217142106,1.98E-07,-139869.558,0.885265466,0.001099805,0.410621478,0.056519356
LHC0053,0.014808758,4.729838281,5.49332031,0.545295342,3.461092793,1.003264486,1.188412504,0.528749772,0.019635693,0.014037182,28.15682456,0.589962032,112.1332318,1.396318492,0.186231444,27.23440655,2.197251378,1.633403549,0.751006534,0.02524119,1.18E-10,0.210985474,29994.34796,4.34151253,1.52E-08,-148671.3223,0.911284179,0.035839871,0.382671308,0.248798906
LHC0054,0.019481175,2.737332338,8.163745552,0.906316901,9.24755766,1.155646404,0.949936869,1.169124821,0.013174954,0.01494232,31.39204624,0.609924339,100.7347888,1.542129541,0.201028988,21.13007438,2.548624579,1.496756768,0.545570532,0.039066152,1.51E-10,0.095188282,36663.8034,5.871669406,3.59E-08,-229754.7746,0.907289619,0.031975717,0.4229984,0.158770349
LHC0055,0.011206254,1.250692655,5.180392336,1.065940494,4.133693405,0.87167866,0.809536658,0.561573848,0.012100531,0.011882541,18.6699094,0.545577221,85.03562977,1.37362125,0.09598958,27.01016927,2.649860121,1.402971739,0.385071705,0.128176379,1.03E-10,0.184921704,17422.75531,3.024487796,7.96E-08,-283045.7867,0.959383152,0.004754526,0.15341049,0.182588152
LHC0056,0.011131455,2.422835984,6.64517596,1.678620688,4.696523756,0.937488662,1.10351326,1.448613992,0.018234866,0.019863553,48.77620508,0.72887186,83.19371306,1.369529726,0.195621518,19.30190033,1.937552271,1.677674471,0.3556406,0.111031859,9.46E-11,0.15201436,20561.49785,3.979141164,5.75E-08,-314587.9946,0.930353883,0.036178412,0.010654971,0.231101014
LHC0057,0.015753874,0.31761549,9.400958361,0.119952027,2.193363028,1.025407933,0.951514427,0.723269992,0.014185234,0.011010307,19.60511049,0.537015956,46.2445872,1.813749467,0.390098614,22.60114961,2.341459187,1.520375278,0.329940446,0.10875605,1.16E-10,0.033474834,9453.004644,3.3192652,1.87E-07,-343431.072,0.875254462,0.038492027,0.173357744,0.087446044
LHC0058,0.011951344,2.60270376,1.438617282,0.729635618,3.267850967,0.8773455,1.023682167,1.441809283,0.019532963,0.016016521,27.78493074,0.636573865,101.8850895,1.47070989,0.250487555,21.06224654,2.146006956,1.719301832,0.356417282,0.131418149,7.70E-11,0.168304056,26496.90062,2.224022262,1.10E-07,-311699.9857,0.853228951,0.039758274,0.322292973,0.083435717
LHC0059,0.015981656,2.698267669,3.87023308,1.339022465,9.720487116,0.805107198,1.058181776,0.654355638,0.017681279,0.013032841,45.68523335,0.813453736,53.75042479,1.07688434,0.306096747,21.60201827,2.274460598,1.208519211,0.930701808,0.079119892,1.60E-10,0.237693846,5901.108957,2.338011432,9.83E-08,-184919.3347,0.961393167,0.046840375,0.499642553,0.091453249
LHC0060,0.017825609,1.725684217,8.110351623,0.279721754,4.011193314,0.899652183,1.059513782,1.333672995,0.014247359,0.011505703,51.96244831,0.909713137,107.1223595,1.727110236,0.441802201,27.44574646,2.528912842,1.306975543,0.984841497,0.044992871,1.28E-10,0.228862126,4269.210059,3.821214978,7.44E-08,-294925.6977,0.902366028,0.030264685,0.278287924,0.202661855
LHC0061,0.019245244,3.944533317,5.049407427,0.852789624,1.254737805,1.011063612,1.132644257,0.974956656,0.013674742,0.014561675,59.97854511,0.547653741,75.68693791,1.444235276,0.167012255,18.06679564,2.208458761,1.381387476,0.762266643,0.043146894,1.18E-10,0.164506109,28293.62151,4.464952989,1.34E-07,-388802.7423,0.916635807,0.085791517,0.493972207,0.200720733
LHC0062,0.018754632,2.075362619,6.973047702,1.011992533,4.829714585,0.851100001,1.0844351,0.850043456,0.016969692,0.015917301,12.6113599,0.801917771,66.60410701,1.842041551,0.070215859,18.33222497,2.035745817,1.768981642,0.79292521,0.086087228,1.13E-10,0.197170414,1975.218965,5.669154973,1.72E-07,-137883.9126,0.968470804,0.083203769,0.334670373,0.066923183
LHC0063,0.01572073,0.026950114,4.38376019,1.616441924,3.373393192,1.199464342,1.017655082,0.970873081,0.018904807,0.01806688,37.51502648,0.612425751,100.9487196,1.861285783,0.2791288,16.65815087,2.666926003,1.262946515,0.517171015,0.008763941,1.39E-10,0.211800206,7427.507262,2.66813718,1.05E-07,-209601.6826,0.864025145,0.082237051,0.431148622,0.13934165
LHC0064,0.010153556,3.991799224,0.624324226,1.352868757,4.25451081,0.810436304,0.803117382,0.869671854,0.016644487,0.011599996,43.59945391,0.661271684,100.2031809,1.749550913,0.114925489,18.235166,2.130990643,1.619085583,0.759079556,0.0346423,1.29E-10,0.185750605,26574.69755,6.905361614,1.20E-07,-325363.8444,0.912475489,0.062752561,0.18836759,0.194655972
LHC0065,0.018279626,2.035468427,9.503244422,1.242543841,8.601586306,0.942812554,0.902472552,1.220921261,0.017714163,0.010459681,38.68519853,0.555777618,85.37700371,1.92418032,0.228044874,26.64459491,2.317552479,1.345646031,0.767843715,0.00404512,1.44E-10,0.066452499,32450.86624,5.417348127,1.96E-07,-143514.3141,0.865800556,0.042798323,0.088975727,0.127935179
LHC0066,0.010113918,2.107574921,9.961823758,0.822722051,9.169206509,0.887952845,1.012029523,1.411457156,0.014350844,0.013130134,19.05764726,0.531745613,79.44466169,1.639758136,0.380102966,20.53671062,2.524733761,1.779808762,0.980634753,0.125479681,1.02E-10,0.105233857,3189.447127,5.159556816,8.22E-08,-313474.3183,0.888220563,0.085172576,0.110458893,0.150826969
LHC0067,0.012393984,3.490890524,0.33644005,0.256257051,7.158055799,1.016092277,0.882205958,0.554913381,0.01094258,0.00787588,17.73969354,0.635402546,44.54692071,1.353363556,0.276934647,22.51774795,2.018844217,1.243725972,0.756187687,0.0571075,8.89E-11,0.205297212,20941.71027,2.443835561,4.02E-08,-293582.3211,0.932249478,0.086634414,0.159785324,0.195214425
LHC0068,0.012049577,2.51347839,1.953930936,1.829327609,6.852817347,1.032537066,0.912786264,1.457610024,0.01618298,0.013973122,46.36284904,0.6581865,65.14586497,1.711479306,0.05674097,28.57168541,2.168606508,1.428911852,0.59071531,0.063100371,1.03E-10,0.12246444,6380.107399,6.770780756,1.11E-07,-187775.4958,0.87352787,0.059864077,0.282318942,0.156534872
LHC0069,0.013772685,1.409652347,8.743097531,1.650040479,2.336868036,0.922800887,1.130025839,0.968765513,0.016687567,0.011226619,47.95328909,0.517793958,113.940976,1.78963461,0.324845631,24.35146828,1.869891259,1.62289226,0.703292474,0.123851648,1.56E-10,0.043029134,17876.55405,6.580455488,1.68E-07,-319300.5419,0.914105648,0.087727143,0.053062203,0.116174513
LHC0070,0.01872092,4.782069719,0.432561383,1.26262653,6.615072805,1.149652034,1.090893912,0.858206793,0.02025211,0.010196309,55.42528504,0.558533268,64.76313347,1.096157574,0.273792781,19.97508238,2.609969142,1.318305695,0.662232734,0.004173421,1.60E-10,0.012005597,43310.81034,6.266211904,1.66E-08,-396769.0695,0.860597098,0.008199578,0.384726317,0.223007488
LHC0071,0.013048705,4.886276055,5.160329412,0.840641754,6.920678206,0.908243598,0.815660506,1.036094678,0.01172894,0.017617542,57.84306247,0.866751807,45.49255734,1.386517954,0.111982717,25.06224913,2.407339357,1.648736104,0.27993204,0.035363209,7.80E-11,0.139599326,38915.1553,3.14591773,2.15E-07,-197575.9303,0.966592905,0.052689718,0.301480357,0.181786236
