Time,Site,Variable,Obs,Def,Best,Top10_min,Top10_max
2019-10-31,TALL,GPP,2.877502716167789,5.6865183444232255,2.781115805037876,1.751145585839177,4.534165288970134
2019-11-30,TALL,GPP,3.196276074101393,5.080039870464,2.339786041076552,1.3274959450508692,3.8742148294257475
2019-12-31,TALL,GPP,0.4887514147039251,4.0942041419148385,2.001028333419439,1.1557218757628382,3.3635154493187396
2020-01-31,TALL,GPP,1.3303821207372815,4.058792926885161,1.840498843479878,1.0500447076776191,3.2687826735858
2020-02-29,TALL,GPP,1.614584006299609,4.396610748910344,2.071351544898388,1.2247668851375437,3.561363930920461
2020-03-31,TALL,GPP,2.4006120622558744,6.619894644727742,3.2931035851935926,2.02685385258926,5.095446687549922
2020-04-30,TALL,GPP,3.831341420692863,8.548408866816,4.214424805513476,2.145132757824013,6.1747979867854195
2020-05-31,TALL,GPP,5.108087623917098,10.075624172593548,5.584000152955941,2.4131667449299807,7.737966812333509
2020-06-30,TALL,GPP,5.513927370194647,9.72117630144,5.297267508371068,2.8383594236470184,7.899368599696212
2020-07-31,TALL,GPP,6.041879051645911,9.12499770760258,4.9522967141637535,2.4526298005189604,7.492787351361745
2020-08-31,TALL,GPP,5.497701504601791,8.639320898229677,4.536523555140895,2.201509696445005,7.059191432547002
2020-09-30,TALL,GPP,4.3814758398044935,7.553478123648,3.6622477570164356,2.041720242652347,6.073587363053636
2020-10-31,TALL,GPP,3.4253798786337684,6.917971862090322,3.3091872012141317,2.0665534680412727,5.410314138572774
2020-11-30,TALL,GPP,1.7518177271797524,5.40110788992,2.577054851503502,1.5585703737516328,4.228108978302753
2020-12-31,TALL,GPP,1.059339439641225,4.11231203451871,1.889846574929911,1.0371457247067002,3.2556620440284787
2021-01-31,TALL,GPP,1.3173650485990434,3.995590655752258,1.935614552314361,1.0683072994060194,3.213593105897681
2021-02-28,TALL,GPP,1.450417920999916,5.299218010285714,2.6542663882312856,1.6211579353778542,4.1754329022636805
2021-03-31,TALL,GPP,2.182852978501885,6.794011472144516,3.190420993594518,1.9108064158512978,5.035589638783834
2021-04-30,TALL,GPP,4.255941859298634,8.83232278848,4.515452686765053,2.1130742153479236,6.614663371931299
2021-05-31,TALL,GPP,5.9389337764598675,9.664116663948388,5.59088024969963,2.5897087128916962,7.829035844487236
2021-06-30,TALL,GPP,5.783579583586695,9.59876597376,5.526778554852963,2.2939517243811443,7.868090847387302
2021-09-30,TALL,GPP,2.789661274655582,6.366927417984,3.8806139374965625,0.022540270896748267,5.210328251653392
2021-10-31,TALL,GPP,3.5812039091920025,4.962448161197419,3.004002791298674,0.05414464900042579,4.4291366467099955
2021-11-30,TALL,GPP,1.9448383288829796,3.7147076340479996,1.8238024773790245,0.031621439630261615,3.3088651422444553
2021-12-31,TALL,GPP,2.1692571262702245,3.459488543256774,1.8174423369943937,0.06531929199893421,3.1309413851556043
2018-01-31,TALL,ET,14.426429110553928,20.38948877419355,27.322213342112878,20.598831668976814,69.14736086322415
2018-02-28,TALL,ET,19.48815532873183,33.954288142857145,44.722424030303955,37.76017706734793,83.3045539855957
2018-03-31,TALL,ET,36.61923017428061,43.508516032258065,51.14094143529092,42.43219714010915,93.68038177490234
2018-04-30,TALL,ET,59.87132936109741,61.90850433333333,65.63926893870035,46.44320487976074,120.54647293090821
2018-05-31,TALL,ET,87.05275287283543,79.55563293548387,91.01435790523406,66.59259906891853,144.55888908140122
2018-06-30,TALL,ET,111.69668764223402,78.3402195,91.35727233886719,52.60038693745931,152.22416966756185
2018-07-31,TALL,ET,112.01288722103303,65.3977024516129,76.04974469830913,38.42671785046977,128.4750275150422
2018-08-31,TALL,ET,94.816814542925,52.599481741935485,66.58565336658108,32.30346378203361,114.48598787861485
2018-09-30,TALL,ET,72.45155958549884,37.9713141,54.87816569010417,22.414967600504557,95.31349608103434
2018-10-31,TALL,ET,59.60635116989476,25.177644483870967,39.43888116651966,15.557790217861053,72.03757021504063
2018-11-30,TALL,ET,24.10803106759904,11.421034112000001,16.485486221313476,6.401452136039734,33.2747784614563
2018-12-31,TALL,ET,17.233458890740398,9.828652038709677,13.933256076228234,5.316504813971058,27.684666864333614
2019-01-31,TALL,ET,17.698298351466857,13.4145381,19.770830885056526,11.42371669892342,39.73615527922107
2019-02-28,TALL,ET,21.075896378557804,28.26512452142857,35.17680665424892,28.51002267428807,69.15706465925489
2019-04-30,TALL,ET,86.95185815573643,63.5044044,69.46520519256592,54.36323585510254,122.58523426055908
2019-05-31,TALL,ET,90.2085617019538,71.9654489032258,79.97772979736328,49.52727157838883,133.05035055837322
2019-06-30,TALL,ET,84.76074085990426,80.40203240000001,96.39826354980468,69.12470258076986,153.5847048441569
2019-07-31,TALL,ET,98.27880627498256,71.94866819354839,83.3303351863738,58.38111040669103,137.32510646697014
2019-08-31,TALL,ET,102.04502759981929,70.442625,86.41105270385742,64.66238280265561,143.22402117329258
2019-09-30,TALL,ET,81.85467747076446,67.4965816,82.03119684855143,37.88298880259196,134.7783696492513
2019-10-31,TALL,ET,38.91350746045357,41.80680119354839,53.22513134248795,40.1861880517775,84.3642955903084
2019-11-30,TALL,ET,25.886643884710494,29.43361163333333,35.06438525517782,28.259617678324382,76.50142135620118
2019-12-31,TALL,ET,23.69216481786941,24.793429903225807,35.353006055278165,28.646552270458592,73.24615189336961
2020-01-31,TALL,ET,24.43310957425549,26.66532262580645,36.76440186654368,29.122709151237242,74.07644790218723
2020-02-29,TALL,ET,29.23422055098164,28.967506137931036,41.40569526808603,35.02870614188058,84.96548397200448
2020-03-31,TALL,ET,40.2407277049176,45.215821741935486,55.58431582297048,45.03858781629993,90.82987656131867
2020-04-30,TALL,ET,69.73753976700485,62.71262746666666,67.52020270029703,52.66454970041911,117.66473019917807
2020-05-31,TALL,ET,79.08658982788613,73.14393758064517,78.75280121834048,53.523881235430316,130.4007361627394
2020-06-30,TALL,ET,79.91793756865793,80.2315418,93.1565424601237,76.31061223347982,143.80575739542644
2020-07-31,TALL,ET,94.96906248258848,74.11700429032258,88.02523496074062,67.07000412479523,142.11285203503024
2020-08-31,TALL,ET,101.72524984630334,67.22903841935484,78.8990334541567,60.774685275170114,130.39104670862997
2020-09-30,TALL,ET,73.558524545207,51.766022033333336,58.52343832651774,43.273840459187824,98.20376688639323
2020-10-31,TALL,ET,57.54984666609506,42.989716161290325,47.68483592617896,39.66433291281423,82.05362067684051
2020-11-30,TALL,ET,35.869660544096845,29.9554103,32.478916803995766,27.520557276407878,56.19958159128825
2020-12-31,TALL,ET,21.247288390838776,19.615757516129033,26.09975645619054,21.455123147656842,60.78374411982875
2021-01-31,TALL,ET,21.027737321574214,21.165177209677417,26.74685542814193,19.93350916524087,53.52352271541472
2021-02-28,TALL,ET,19.2182489295244,34.02614332142857,44.4161685194288,37.77495643070766,82.59441253117153
2021-03-31,TALL,ET,30.776402204676206,44.863715387096775,50.85229584478563,42.5275093201668,94.29969326142341
2021-04-30,TALL,ET,61.382422540846726,62.905109466666666,65.34526513417562,46.80644550323486,121.30965658823649
2021-05-31,TALL,ET,75.99627848684199,79.65757487096775,90.70496233047977,67.17175182219475,145.26800758607925
2021-06-30,TALL,ET,78.37555812382705,78.42101093333333,91.06067593892415,53.023611831665036,153.27980626424153
2021-09-30,TALL,ET,69.49361855863852,37.849386800000005,54.771456209818524,22.41401940981547,95.99384549458821
2021-10-31,TALL,ET,50.04570267149047,25.121673322580644,39.37074258250575,15.54226606122909,72.71110479293331
2021-11-30,TALL,ET,30.178965653939425,11.015723453333333,16.455062468846638,6.396553337574005,33.64741729100545
2021-12-31,TALL,ET,18.04922505086628,9.870902958064516,13.892965139881257,5.310910676756213,27.913212545456425
2019-09-30,OSBS,GPP,3.9779154430296906,7.786797905664,4.666251735144515,1.767717018305183,6.230573410458793
2019-10-31,OSBS,GPP,3.485778795319007,6.9188140580748385,3.3543165450236083,1.302895921575581,4.821927023317515
2019-11-30,OSBS,GPP,2.9627209142080253,5.862907906559999,3.2731787839270527,1.2257591766094464,4.277116080124708
2019-12-31,OSBS,GPP,1.8503132601451406,5.384932977135484,3.464630455675304,1.2352912026459681,4.18224221542997
2020-01-31,OSBS,GPP,2.2827605898791874,5.548180571953548,3.4256876210096348,1.1944214291442072,4.244254607833524
2020-02-29,OSBS,GPP,3.119391564962812,6.239007187597241,3.801392425401112,1.4141124734538146,4.791926054571874
2020-03-31,OSBS,GPP,3.7462121163423316,7.9169436287999995,2.710003351996619,1.115560125804984,4.821868889265341
2020-04-30,OSBS,GPP,4.288306286434088,8.404172140032,5.070615261592127,2.120099928255864,6.444313531336769
2020-05-31,OSBS,GPP,5.044252980799317,9.408995083974194,4.675943330262443,2.3665376319305396,6.572637239769113
2020-06-30,OSBS,GPP,5.801786412645943,8.721445799808,6.066659535765156,2.3512637111235986,7.684779347412217
2020-07-31,OSBS,GPP,5.826091972011723,8.733000330116129,6.015795524563759,2.377985714320588,7.268459229306151
2020-08-31,OSBS,GPP,5.019203358059524,8.055184537393547,5.7231288583421165,2.151923084500471,7.085734147734004
2020-09-30,OSBS,GPP,4.485440861371503,7.1491872637439995,5.032477967561459,1.7460957975030467,6.006801355154653
2020-10-31,OSBS,GPP,4.310864784749299,6.707114618632258,4.597100535798862,1.5652667345645537,5.568194744643136
2020-11-30,OSBS,GPP,3.0892814201716114,5.812433116416,3.8687727702716463,1.2808505429092814,4.6613437669136415
2020-12-31,OSBS,GPP,2.239474059429621,5.3690042474941935,3.156907422108772,1.1311505948264997,3.959753747032443
2021-01-31,OSBS,GPP,2.1720314592528593,5.463486774627096,3.264755671024242,1.2221733286742578,4.117644318940321
2021-02-28,OSBS,GPP,2.6076142023619178,6.720746404114285,4.318868503483779,1.5936288357103283,5.3059522977206255
2021-03-31,OSBS,GPP,3.0347272714230606,8.246903606709676,4.053957155978529,1.871019938348724,5.748963673178419
2021-04-30,OSBS,GPP,4.6309761969756265,8.8993531872,5.0157998972174775,2.2676282407119017,6.473261223528102
2021-05-31,OSBS,GPP,4.58541530232335,8.979179757584516,5.663817060730484,2.4434088567951884,7.599488672193273
2021-06-30,OSBS,GPP,5.100523567908013,8.866173800448,6.257148112339893,2.365899224374033,7.893492725077087
2021-09-30,OSBS,GPP,5.158731597729521,7.550043170687999,5.018354683641846,1.8570034605068761,6.450650340658544
2021-10-31,OSBS,GPP,3.554413736830279,7.040314278812903,4.842131076882564,1.6868856579167733,5.809558656470084
2021-11-30,OSBS,GPP,2.593334829274565,5.6650837432320005,3.6863735368949233,1.2298222187353878,4.503251865114223
2021-12-31,OSBS,GPP,2.140632881943129,5.085853231029677,3.220941003049099,1.1265064225599557,3.950938832343782
2018-01-31,OSBS,ET,17.38641988437858,29.245993838709676,32.8283964895433,16.05879388316985,61.5406170814268
2018-02-28,OSBS,ET,23.974308626267767,41.050082357142855,42.39783205304827,22.82013017790658,70.94593954086304
2018-03-31,OSBS,ET,27.96543396971931,57.09624441935484,47.64922628095073,28.92328422300277,92.82249696793095
2018-04-30,OSBS,ET,45.137327451564275,67.79552033333333,64.83274141947429,37.201340166727704,118.15042546590169
2018-05-31,OSBS,ET,45.26985155485421,74.62393819354838,79.09895816926033,46.86764889378701,129.7609502730831
2018-06-30,OSBS,ET,69.25481550565986,84.84235306666666,102.44636586507161,54.14270095825195,161.689919535319
2018-07-31,OSBS,ET,60.848507356375045,77.12370522580646,93.28502359697896,51.67347348120905,139.33461576892483
2018-08-31,OSBS,ET,69.53217812174395,76.60641374193548,88.53764860091671,48.85227794031943,144.35622664420836
2019-04-30,OSBS,ET,66.67230116489654,74.15486333333334,71.06428184509278,41.407583999633786,132.23406397501628
2019-05-31,OSBS,ET,56.85534308093525,81.03455822580645,66.90791185440555,43.181033595915764,144.97077732701456
2019-08-31,OSBS,ET,85.26601471014557,75.81161022580645,90.9382918573195,49.57782290058751,134.24086318477507
2019-09-30,OSBS,ET,58.45601604929626,74.51855016666667,75.261008199056,43.268429374694826,135.3153310139974
2019-10-31,OSBS,ET,43.74540534443771,54.634055,49.22261521124071,32.03705390807121,93.45115070958292
2019-11-30,OSBS,ET,28.421992005998806,36.228885500000004,35.35506814320882,20.143826707204184,65.94607842763266
2019-12-31,OSBS,ET,26.27982965172768,33.79501683870968,37.89162549664897,20.196215906450824,57.52842884678994
2020-01-31,OSBS,ET,26.485788811491247,30.070200258064514,27.960366987412975,15.63836274608489,53.22868839386971
2020-02-29,OSBS,ET,25.12251227551879,37.896498379310344,39.40176848002842,21.53996685573033,67.63163689204625
2020-03-31,OSBS,ET,33.69525121880128,59.52999093548387,37.318561246318204,30.68645114283408,101.13544993246755
2020-04-30,OSBS,ET,57.97588677767509,70.4530809,70.42495237986246,39.31767330169678,119.28963673909506
2020-05-31,OSBS,ET,64.60294729138785,81.06589887096774,70.72231181975334,45.21790547524729,131.5010230771957
2020-06-30,OSBS,ET,72.13475139879667,79.46585006666668,90.19734217325846,49.898210271199545,145.61270434061686
2020-07-31,OSBS,ET,84.91152443811373,85.53183664516128,97.70111600814327,53.84399918586977,154.89486226727885
2020-08-31,OSBS,ET,86.21490136848372,77.82509183870968,92.41191974762947,50.74789914777202,148.3898209602602
2020-09-30,OSBS,ET,69.28974703857122,64.62982786666666,77.03076451619467,41.643721707661946,116.0351634979248
2020-10-31,OSBS,ET,50.684780219900645,53.59223283870968,62.580384162164506,34.48269960957189,95.02532860540575
2020-11-30,OSBS,ET,33.78594500368794,44.08230113333333,49.15619665781657,27.175269635518394,72.62063846588134
2020-12-31,OSBS,ET,26.32146442731778,29.45038048387097,32.357272240423384,16.538668063379102,56.97474159732942
2021-01-31,OSBS,ET,22.936354291475464,30.19228941935484,32.93939608912314,16.487541260257846,56.286560612340125
2021-02-28,OSBS,ET,30.984944430040752,41.43811014285715,41.98359029633658,22.79496223585946,70.2378716468811
2021-03-31,OSBS,ET,38.426864748460666,58.199672322580646,47.492853226200225,28.892486726084062,88.67573953443959
2021-04-30,OSBS,ET,51.471788802082415,68.09035163333333,64.58683204650879,37.16481304168701,111.78677317301432
2021-05-31,OSBS,ET,46.90969558460175,74.49628022580646,78.8646953951928,46.83027433579968,129.07838587607108
2021-06-30,OSBS,ET,57.47010131630325,84.53835456666667,102.13999519348144,54.104265721638996,161.76396560668945
2021-09-30,OSBS,ET,55.62823926491606,66.86411843333333,70.69772529602051,40.40168736775716,127.18714218139648
2021-10-31,OSBS,ET,41.909771892490966,58.179976741935484,62.73888883283061,35.12480052824943,102.24311410227129
2021-11-30,OSBS,ET,26.555335004942485,35.955735233333336,41.953793907165526,21.900336488087973,79.91600093841552
2021-12-31,OSBS,ET,19.21086748251391,29.035812525806453,33.79755752317367,16.577208119053996,79.08525130825657
2019-12-31,ORNL,GPP,-0.21034682298152899,0.0,0.0,0.0,0.0
2020-01-31,ORNL,GPP,-0.4159829997406887,0.0,0.0,0.0,0.0
2020-02-29,ORNL,GPP,0.011627299914588916,0.0,0.0,0.0,0.0
2020-03-31,ORNL,GPP,0.004995290476362398,0.251104178304,0.2350160279205997,0.0,1.1107874571123004
2020-04-30,ORNL,GPP,0.22818747034895714,6.133052657663999,5.024275155909548,3.618660365283403,6.7948506412400445
2020-05-31,ORNL,GPP,7.48824844005359,8.46577135091613,7.939119852305706,6.148100784997777,9.59030487892263
2020-06-30,ORNL,GPP,10.563463355558897,9.054702968832,8.962063593809964,7.107113811299681,11.009855759321091
2020-07-31,ORNL,GPP,9.296140487846488,8.00068604172387,8.321991119402279,6.757233420477282,10.546574263199055
2020-08-31,ORNL,GPP,6.381835709192087,8.047275622978065,7.046761121206157,5.827961973603444,9.074731936028634
2020-09-30,ORNL,GPP,4.493576490173011,6.95314409472,5.390899812453421,4.625425007648205,7.507246314403755
2020-10-31,ORNL,GPP,1.8992005746056952,5.858269823009032,4.014093995140768,3.3940197136961694,5.768094191588302
2020-11-30,ORNL,GPP,-1.0976394656099733,0.2946461826816,0.2150811337003202,0.16037109484559597,0.3548622840652231
2020-12-31,ORNL,GPP,2.8690099741670427,0.0,0.0,0.0,0.0
2021-01-31,ORNL,GPP,1.4450551308778954,0.0,0.0,0.0,0.0
2021-02-28,ORNL,GPP,0.5498772800946928,0.0,0.0,0.0,0.0
2021-03-31,ORNL,GPP,-0.18244295582611808,0.0,0.0,0.0,0.0
2021-04-30,ORNL,GPP,2.088936186768636,3.162226747968,3.460586117738249,0.3597719217885108,5.410295437602128
2021-05-31,ORNL,GPP,8.246699092555565,8.356368552712258,8.579718904890395,6.691972364780883,10.677332316845577
2021-06-30,ORNL,GPP,9.680636038526751,8.208503985024,8.120754618339998,6.7565341242466355,10.321733998016088
2021-09-30,ORNL,GPP,5.330002713518653,4.730389642367999,4.741172574648069,0.0,5.549294110316731
2021-10-31,ORNL,GPP,2.805874338689263,3.0082812769858065,1.7377897025953122,0.0,3.9234619986019648
2021-11-30,ORNL,GPP,-0.3451642049783857,0.2295669845376,0.08745234837629491,0.0,0.25146213868494893
2021-12-31,ORNL,GPP,-0.6000039695878454,0.0,0.0,0.0,0.0
2019-08-31,ORNL,ET,31.347034608007572,75.78881838709678,110.46592773929719,86.42169460173577,126.96803775910408
2019-09-30,ORNL,ET,11.203284068680466,67.329496,73.50873336791992,57.408393224080406,111.4838929494222
2019-10-31,ORNL,ET,3.5074065714201526,46.588122258064516,69.49050180373654,48.68066640054026,76.02135104517782
2019-11-30,ORNL,ET,2.751574186658962,10.662308673333333,16.581447426478068,7.1427154819170635,23.795601018269856
2019-12-31,ORNL,ET,3.8712305211954035,8.733084141935484,2.726328973808596,2.152633141245573,16.86341008832378
2020-01-31,ORNL,ET,12.579888798766435,9.771212787096774,3.9574566005218412,2.7444434146727286,20.987148435305684
2020-02-29,ORNL,ET,15.796524029390483,13.9149059,5.854602751987321,3.081714025565556,25.132725919995988
2020-03-31,ORNL,ET,20.27238087590376,20.967700303225808,15.827783584594727,9.144005367832799,40.89467914642826
2020-04-30,ORNL,ET,57.47331465544467,59.71481563333334,95.29286181131998,60.96909344991048,118.13631146748861
2020-05-31,ORNL,ET,96.83062731636011,67.1049643548387,100.68341212118825,70.62067001096663,117.22797658366542
2020-06-30,ORNL,ET,123.9910027654627,78.54530126666667,112.1615229288737,87.79466285705567,134.59582951863607
2020-07-31,ORNL,ET,133.16677592668287,78.26360887096774,115.27688623243763,91.51426253780242,141.66388505504978
2020-08-31,ORNL,ET,101.55579197341565,68.63139816129032,111.81646310129473,75.91181182861328,128.03707565799837
2020-09-30,ORNL,ET,75.37404129458136,58.01661326666667,68.89009488423666,56.60319894154866,86.8376360575358
2020-10-31,ORNL,ET,54.60770472263522,42.51467658064516,61.376554796772616,41.18472972992928,81.07771987299765
2020-11-30,ORNL,ET,24.966864438618984,12.005282666666666,11.781246101856231,6.251516425609589,27.550463994344074
2020-12-31,ORNL,ET,13.000332471035922,8.576940148387097,2.813960075378418,2.161822861240756,19.10606364689527
2021-01-31,ORNL,ET,11.05002488907927,7.920720460516129,4.246011825128188,3.9363709983806454,27.11510212896692
2021-02-28,ORNL,ET,14.382792806026938,9.828841397142856,4.327433306191649,2.574586286542139,21.7054719882352
2021-03-31,ORNL,ET,25.372844660630104,18.63915183870968,11.776401473629859,5.244995386369767,43.01863937993203
2021-04-30,ORNL,ET,57.12069926185195,43.98721986666667,61.54214735031128,30.4930256207784,98.79956747690836
2021-05-31,ORNL,ET,88.91469460509933,76.37340277419355,105.81356971494613,83.12178359493133,135.6319348735194
2021-06-30,ORNL,ET,102.52095576717677,72.10258876666667,86.81993834177653,68.44992497762044,123.19339631398519
2021-09-30,ORNL,ET,74.95971121300731,37.94999803333334,46.29087553024292,15.769026772181194,62.28365910847982
2021-10-31,ORNL,ET,40.04015449364216,21.97251370967742,22.906325609453262,6.228272930268319,42.36540893200905
2021-11-30,ORNL,ET,16.513068416016754,4.248904591866666,2.635099627574285,0.4717563847079873,6.30278726418813
2021-12-31,ORNL,ET,7.896271763966202,4.95272725483871,1.4434196631153744,0.4408061393807011,7.337621604242632
