Time,TALL_CLM_EFLX_LH_TOT,TALL_NEON_EFLX_LH_TOT,TALL_CLM_GPP,TALL_NEON_GPP,ORNL_CLM_EFLX_LH_TOT,ORNL_NEON_EFLX_LH_TOT,ORNL_CLM_GPP,ORNL_NEON_GPP,OSBS_CLM_EFLX_LH_TOT,OSBS_NEON_EFLX_LH_TOT,OSBS_CLM_GPP,OSBS_NEON_GPP
2020-03-01,45.96624942032258,41.36943860583871,6.72190604367742,2.5353724321858064,22.01717746687097,20.679115031225805,0.43854280283870967,0.008787996499819362,60.45286262516129,34.17948190225806,7.943688803741935,3.9985106218467092
2020-04-01,63.802310519,70.422074881,8.680119187299999,4.23142749432576,61.38923576633333,61.70487322933333,6.4802593644,0.36386128012032,70.29289561633333,58.555801759333335,8.409059296299999,4.74741208386432
2020-05-01,73.51987128,80.53114497129032,10.074714050580646,5.516120412551845,67.39687410612903,96.55498668387096,8.507956917967743,8.246527201988128,80.23244930548387,65.12786275096774,9.343462439032258,5.441047512195716
2020-06-01,80.58219127466667,78.226346364,9.720003685133333,5.9488178606553594,77.72092802433333,121.529833685,9.112870336966667,11.457950163448318,79.736215157,70.99848075613333,8.651218318833333,6.23895685155072
2020-07-01,74.30806768000001,96.01969035548387,9.12135414416129,6.44934788610271,79.11790504548387,134.5760220248387,7.9286767897096775,9.957106656791536,85.43522892483871,86.43521333193547,8.628047713741935,6.294609592834064
2020-08-01,67.16658840258064,100.63242395354838,8.604797082032258,5.867899337325833,67.83796264677419,100.29365074225807,8.044421794064517,6.727256630895483,77.59302842290323,85.46663628483871,8.014815246451613,5.337101458011252
2020-09-01,51.660246672,73.510305906,7.537329336033333,4.7360163044735994,58.300752156,76.48594607426666,6.9450664383000005,4.76133501186432,63.663466236999994,68.53849950766667,7.049947798633334,4.829715097263359
2020-10-01,42.45911924322581,56.92042515322581,6.887392299903225,3.602178270983845,41.540714472580646,52.91250450545161,5.716840146096774,1.823403311197316,52.61410873419354,49.45952913516129,6.587064192516129,4.56557236556098
2020-11-01,29.245808687,34.632248319000006,5.2971825928,1.8136472584550398,11.016619877199998,23.7263672319,0.11547973686666667,-1.1064247016256,43.845890301000004,34.2234613819,5.767396929133333,3.28917517565184
2020-12-01,20.951381641774194,21.84452971332258,4.221090364774193,1.1884835634754065,8.22214906232258,12.169561362225807,0.0,3.639886308317729,29.061207038709675,25.834539248451613,5.417823992483871,2.43192018166049
2021-01-01,22.951858443709675,20.109617428645162,3.9608595547741934,1.349650932338787,8.248329743096773,11.224771063451612,0.0,1.003547123704568,30.541699303870967,22.548499980774192,5.467194980612903,2.2696180247622193
2021-02-01,30.46623523125,19.033106204535716,4.88437937825,1.5874913355469713,11.451223085107143,15.109601470892857,0.0,0.5955793555638857,43.38003502642857,32.00629450653572,6.431415624321429,2.8441607892192
2021-03-01,46.92428706354839,32.289067200935484,6.814226529032258,2.399645572921393,25.096828286548387,26.56075139535484,0.0,-0.25088139393073544,57.098813709354836,38.712567405483874,7.764057682838709,3.3360167676523353
2021-04-01,83.86895903266667,63.024382593666665,9.3856992231,4.75922622629376,57.483979828,58.93891944866667,4.735140622166667,2.5726634698752,70.21491466066666,52.132376757366664,8.862228800033334,5.04586934925696
2021-05-01,74.00163271580645,75.58144358483871,10.030089059225807,6.415754931079431,69.86536853580644,88.07690105258064,8.084391566419354,8.921118026972904,78.61552262064517,45.918764683967744,9.189844540096773,4.919245243129393
2021-06-01,67.56160616033334,77.95533008633333,9.400506818566667,6.140787076931089,76.45314040299999,101.86228117366666,8.646524244466667,10.329712137216,75.68347982266667,57.836102559666664,8.729113470666666,5.63018394692736
2021-07-01,68.33003937096774,72.28972293096774,9.509831442451613,,75.51653305129032,100.06406474,8.565138826548386,9.174239761387355,73.49719339161291,60.52382537912903,8.371284857032258,13.947607759170888
2021-08-01,63.60598977419355,82.49981192741934,8.45010026648387,,71.15971361999999,90.2513786238387,7.652337336870968,6.529012846602735,71.8722505732258,61.09458212,7.806524563677419,8.844425223106063
2021-09-01,51.61494904333333,69.81254074273333,7.7561953914,2.98430948951424,59.118386189333336,74.93851334953334,7.0837871487,5.6996887336128,68.44900763000001,56.47459655566667,7.703436926066667,5.601204179608319
2021-10-01,44.235947507419354,48.53749451193548,6.895691461516129,3.881967883854039,38.41680855064516,38.72397333103226,5.60337149783871,2.9096426595604643,51.966737676774194,41.69228896548387,6.966853588580645,3.839044604257858
2021-11-01,30.273993390999998,29.6701179486,5.711550354633333,2.06914719825792,9.062258688533332,15.445383854,0.15257187176666667,-0.5180480027712,33.959978488000004,25.844188755266668,5.9622551859333335,2.7519946113139198
2021-12-01,26.617405810966666,17.8139477617,4.3244942931,2.32160098876416,7.5952062044333335,8.123834499900001,0.0,-0.6108283020095999,24.672270936833335,19.21103793356667,5.7252828999,2.2694658565593597
